genres,overview,title
1,bringing baby david huxley waiting bone needs museum collection   series strange circumstances meets susan vance duo series misadventures include leopard called baby,Bringing Up Baby
5,bringing baby david huxley waiting bone needs museum collection   series strange circumstances meets susan vance duo series misadventures include leopard called baby,Bringing Up Baby
6,penny serenade light hearted romantic drama starring cary grant irene dunne couple meet fall love quarrel reunite   listening recording   penny serenade julie gardiner adams begins reflecting past   recalls impulsive marriage newspaper reporter roger adams begins deliriously happy note turns fraught tragedy   songs remind courtship marriage desire child joys sorrows shared   flood memories come ponders present problems arose,Penny Serenade
5,penny serenade light hearted romantic drama starring cary grant irene dunne couple meet fall love quarrel reunite   listening recording   penny serenade julie gardiner adams begins reflecting past   recalls impulsive marriage newspaper reporter roger adams begins deliriously happy note turns fraught tragedy   songs remind courtship marriage desire child joys sorrows shared   flood memories come ponders present problems arose,Penny Serenade
6,scarlet letter puritan boston seamstress hester prynne punished playing sabbath day kindly minister arthur dimmesdale takes pity   fall love relationship hester married roger prynne physician missing seven years   dimmesdale away england returns finds hester pregnant child focus town censure   humiliating public ceremony forced don scarlet letter    adultery    wear rest life,The Scarlet Letter
1,lady burlesque member group murdered performers burlesque house work find killer strike,Lady of Burlesque
9,lady burlesque member group murdered performers burlesque house work find killer strike,Lady of Burlesque
13,lady burlesque member group murdered performers burlesque house work find killer strike,Lady of Burlesque
5,lady burlesque member group murdered performers burlesque house work find killer strike,Lady of Burlesque
6,human bondage club footed medical school student philip carey falls love cynical waitress mildred rogers   rejects runs salesman later returning pregnant unmarried   philip takes   happily   ending,Of Human Bondage
1,angel shoulder gangster eddie kagel killed trusted lieutenant finds harry redmond jr special effects hell nick devil sees exact double judge nick approve   eddie agreeable having soul transferred judge body chance avenge killer   action taken eddie results good evil nick dismay reputation influence judge enhanced impaired eddie   eddie falls love judge fiancée barbara   eddie planned revenge fails nick forced concede defeat   returns hell taking eddie eddie extracted promise nick molest judge barbara future,Angel on My Shoulder
4,angel shoulder gangster eddie kagel killed trusted lieutenant finds harry redmond jr special effects hell nick devil sees exact double judge nick approve   eddie agreeable having soul transferred judge body chance avenge killer   action taken eddie results good evil nick dismay reputation influence judge enhanced impaired eddie   eddie falls love judge fiancée barbara   eddie planned revenge fails nick forced concede defeat   returns hell taking eddie eddie extracted promise nick molest judge barbara future,Angel on My Shoulder
5,angel shoulder gangster eddie kagel killed trusted lieutenant finds harry redmond jr special effects hell nick devil sees exact double judge nick approve   eddie agreeable having soul transferred judge body chance avenge killer   action taken eddie results good evil nick dismay reputation influence judge enhanced impaired eddie   eddie falls love judge fiancée barbara   eddie planned revenge fails nick forced concede defeat   returns hell taking eddie eddie extracted promise nick molest judge barbara future,Angel on My Shoulder
6,little lord fauntleroy american boy turns heir wealthy british earl   sent live irritable unsentimental aristocrat grandfather,Little Lord Fauntleroy
2,little lord fauntleroy american boy turns heir wealthy british earl   sent live irritable unsentimental aristocrat grandfather,Little Lord Fauntleroy
9,criminal boxer flees believing committed murder drunk,They Made Me a Criminal
8,criminal boxer flees believing committed murder drunk,They Made Me a Criminal
6,criminal boxer flees believing committed murder drunk,They Made Me a Criminal
13,criminal boxer flees believing committed murder drunk,They Made Me a Criminal
